image_file,label,perimeter,nm_lns,mean_length,std_length,mean_slope,std_slope,max_acute_angle,min_acute_angle,area,num_corners,corner_ratio
678.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
537.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1996.png,1,8.200892857142858,4,0.34816411252904506,0.0465556993806522,3.3846153846153846,3.3846153846153846,90.0,81.59662890943918,36.808035714285715,125,0.5580357142857143
667.png,1,5.919642857142857,3,0.2768747026368385,0.04208313232349496,-0.89648033126294,0.6375937666984556,55.00797980144134,3.426035146263392,22.651785714285715,109,0.48660714285714285
250.png,1,3.299107142857143,1,0.25,0.0,--,--,0.0,90.0,11.205357142857142,97,0.4330357142857143
661.png,1,5.267857142857143,2,0.40190995093828197,0.006297655868722635,-0.8676184295911745,0.0019467878001298011,0.12727660555963202,0.12727660555963202,24.714285714285715,84,0.375
415.png,1,7.294642857142857,8,0.402504811139138,0.03633118680757404,0.26275127857592395,1.5271773736395045,71.69165876020985,0.1130092805042944,33.46875,154,0.6875
1310.png,1,3.0848214285714284,1,0.5089285714285714,0.0,0.0,0.0,0.0,90.0,12.90625,70,0.3125
1452.png,1,8.660714285714286,7,0.4066534876875658,0.08770600483376428,-0.10086450935309069,0.7880176552798165,85.37899571060727,0.7442788590787908,38.22767857142857,119,0.53125
20.png,0,1.9901129943502824,17,0.02855479897102827,0.006647924755027483,-1.7370100624536449,1.7542666275792285,88.74412860055908,0.0,9.784839924670433,550,0.12947269303201506
301.png,1,8.8125,5,0.45091496887630117,0.11764044809060259,-39.333333333333336,28.394052585395805,90.0,0.23365466546014413,32.785714285714285,181,0.8080357142857143
8.png,0,4.110958904109589,37,0.03498493247122819,0.006479313480122369,-0.06755089316509673,3.5408400487742537,88.63718003374588,0.6208025148119578,19.78767123287671,431,0.1476027397260274
797.png,1,5.232142857142857,5,0.459420379878919,0.12784532072587423,0.1538096857698921,0.9513611719928474,89.13576717784655,0.05426591543722921,24.174107142857142,67,0.29910714285714285
919.png,1,5.910714285714286,2,0.39266780708819793,0.016977541017318576,0.3695908154253753,0.002502207830438613,0.2522719392593652,0.2522719392593652,26.441964285714285,72,0.32142857142857145
1923.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1728.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
298.png,1,10.09375,8,0.5104612463870748,0.16895745919028185,3.937075909311486,3.1094977345621113,85.89250321502576,0.08681172071130121,45.245535714285715,228,1.0178571428571428
1932.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
599.png,1,8.866071428571429,8,0.3046057616699892,0.05994646380310328,6.975340136054421,10.40770286263289,90.0,0.0,37.84375,203,0.90625
430.png,1,3.375,2,0.30596618584584945,0.025745563944506333,-1.7465277777777777,0.05902777777777779,1.6709602591242039,1.6709602591242039,15.691964285714286,78,0.3482142857142857
208.png,1,4.464285714285714,4,0.39860253456304184,0.0034214939779984325,-0.03586440578855307,1.0048726158398116,90.0,0.014206739020275602,19.535714285714285,64,0.2857142857142857
1345.png,1,4.022321428571429,4,0.4240611226639429,0.1114023579404412,0.8613235529902197,0.10607956648277181,8.01709307365538,0.38376248642398175,16.566964285714285,84,0.375
723.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1486.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
3.png,0,6.6350597609561754,40,0.11287939075713341,0.07579523703362809,12.053622994747867,8.061670946062435,90.0,0.011666825268348375,30.683266932270918,716,0.2852589641434263
1876.png,1,6.348214285714286,6,0.6017899824055835,0.15901270881940055,1.3410025849065874,0.009899159515623944,0.5421637305527245,0.01906318938871329,30.129464285714285,115,0.5133928571428571
837.png,1,5.299107142857143,1,0.256375964560022,0.0,8.142857142857142,0.0,0.0,90.0,23.075892857142858,165,0.7366071428571429
811.png,1,5.160714285714286,4,0.28585291313793787,0.07002304510997022,-33.0,13.92838827718412,90.0,0.9437023736808438,21.84375,108,0.48214285714285715
1733.png,1,3.9107142857142856,1,0.3859477633312676,0.0,-1.744186046511628,0.0,0.0,90.0,18.419642857142858,60,0.26785714285714285
409.png,1,7.379464285714286,3,0.34557485151277795,0.07743738623969529,0.9379710144927534,1.2807573198968525,84.70747226097133,9.58444674943765,35.223214285714285,138,0.6160714285714286
340.png,1,6.183035714285714,1,0.45962634557977683,0.0,1.8,0.0,0.0,90.0,30.285714285714285,113,0.5044642857142857
1764.png,1,6.665178571428571,5,0.6351502710804912,0.1563268602256544,-1.0342477926490974,0.523385980625568,55.08816978339003,0.1294894679759057,30.830357142857142,123,0.5491071428571429
166.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1071.png,1,6.65625,4,0.28460385086632906,0.09124813451051034,-99.0,0.0,90.0,90.0,25.258928571428573,92,0.4107142857142857
172.png,1,6.196428571428571,3,0.26512562575866777,0.03673634479177085,0.0230968855293419,0.03847484893231693,5.317318985719582,1.8878536417628775,27.584821428571427,81,0.36160714285714285
1865.png,1,2.9598214285714284,2,0.3452006218196513,0.06841490753393695,-4.090909090909091,0.0,90.0,90.0,12.392857142857142,89,0.39732142857142855
533.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
53.png,0,7.766947055912914,68,0.11633185498505712,0.02131826538149668,-1.2419581028283073,9.424190415106263,22.04325571582098,0.10527218345410058,36.687778327560615,730,0.3612073231073726
1126.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1075.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
670.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1601.png,1,4.258928571428571,2,0.2918110739057106,0.015025359619996265,6.8,0.0,90.0,90.0,18.15625,84,0.375
1897.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
376.png,1,6.285714285714286,8,0.3753979420415764,0.03044783568143923,0.9412207014165686,0.0772475087446578,8.36947753174304,0.0,28.151785714285715,99,0.4419642857142857
1056.png,1,7.5,7,0.47342916564523857,0.19311439297821764,12.429396000824571,10.394468307283272,43.038582332229666,0.10101502141887424,30.022321428571427,160,0.7142857142857143
1702.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1615.png,1,1.9241071428571428,1,0.2277223347295866,0.0,0.0196078431372549,0.0,0.0,90.0,9.049107142857142,29,0.12946428571428573
1069.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1959.png,1,2.8125,2,0.36184030813773926,0.09569997669508065,0.36215213358070497,0.056029684601113156,5.673269333572553,5.673269333572553,13.370535714285714,65,0.29017857142857145
576.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
831.png,1,5.651785714285714,3,0.5321394999354035,0.017216529877294058,0.12099271069504376,0.0042061984594826225,0.5040312074633373,0.0,24.084821428571427,88,0.39285714285714285
1501.png,1,3.4464285714285716,1,0.2544642857142857,0.0,--,--,0.0,90.0,14.59375,70,0.3125
952.png,1,6.986607142857143,8,0.34964458330245246,0.029075160955724967,-0.8739768995528111,0.69221209854014,90.0,0.08259837551816201,31.575892857142858,120,0.5357142857142857
932.png,1,9.508928571428571,6,0.36623302158595883,0.09078675843514555,7.634920634920635,3.7823601659937203,90.0,2.9591799416888973,41.75,153,0.6830357142857143
1067.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
336.png,0,2.135355029585799,8,0.09378392694973275,0.0856769677283056,8.62037037037037,0.9118372595637168,90.0,0.613660637886332,8.73594674556213,133,0.09837278106508876
852.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
468.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1780.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1243.png,1,6.785714285714286,7,0.284707572736023,0.02857020077358987,4.1563184364654955,2.214104138998831,82.98349825527708,0.5871982645151893,31.602678571428573,120,0.5357142857142857
167.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
253.png,1,6.008928571428571,5,0.417393271073579,0.12567425343634825,-0.06761179089107154,1.0807496847397324,86.76860516577361,0.13626851980541968,28.928571428571427,83,0.3705357142857143
455.png,1,3.299107142857143,1,0.24517018245974967,0.0,5.4,0.0,0.0,90.0,14.736607142857142,89,0.39732142857142855
903.png,1,5.53125,2,0.41864432873214924,0.0,-0.40229885057471265,0.0,0.0,0.0,25.290178571428573,116,0.5178571428571429
950.png,1,3.638392857142857,5,0.36043851112326103,0.06084197166079833,0.6700918964076858,1.307448992750669,89.93360862819299,0.13609423220566313,19.178571428571427,76,0.3392857142857143
1313.png,1,4.241071428571429,3,0.33744336699718985,0.0021157021175446174,-0.767063492063492,0.1099557275940559,9.754916495814339,3.687517829907074,17.196428571428573,92,0.4107142857142857
135.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
375.png,0,0.6614381747810144,8,0.01553377392709782,0.003499560450601169,-30.9642316017316,34.83920963514371,90.0,0.31054318950639476,3.0207781625585657,147,0.02994499898146262
707.png,1,7.066964285714286,3,0.3960724792102522,0.04337174937925721,-0.02878787878787888,0.9608187318351796,89.18867609018757,4.0282636664851035,33.839285714285715,108,0.48214285714285715
375.png,1,4.745535714285714,4,0.3926827931626023,0.04998645326625348,2.3244320191816357,2.5201476887548893,89.67871862247378,0.1031240418371397,20.1875,78,0.3482142857142857
1449.png,1,6.15625,2,0.34070525203174096,0.03710099960461058,1.3915816326530612,0.01658163265306123,0.6471011848016693,0.6471011848016693,30.383928571428573,120,0.5357142857142857
1095.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1230.png,1,5.174107142857143,1,0.29910714285714285,0.0,--,--,0.0,90.0,23.272321428571427,82,0.36607142857142855
396.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
206.png,0,14.532996632996634,95,0.07479186782252648,0.02160541378764742,-12.789213967011468,21.393503745704216,47.15368763299951,0.009273162315108302,68.76902356902357,4064,1.3683501683501684
1009.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
710.png,1,4.714285714285714,2,0.3460707585438317,0.01795335095431455,0.6669479267116682,0.005183220829315327,0.41109231470065705,0.41109231470065705,21.754464285714285,112,0.5
1629.png,1,4.174107142857143,1,0.28125,0.0,0.0,0.0,0.0,90.0,20.066964285714285,112,0.5
1611.png,1,3.78125,2,0.43275560052196993,0.07283337961578465,-1.775,0.025000000000000022,0.6902771978650802,0.6902771978650802,18.352678571428573,95,0.42410714285714285
282.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1512.png,1,3.205357142857143,2,0.38639289831237744,0.0022308015594147412,14.482558139534884,14.517441860465116,89.9770541544053,89.9770541544053,13.736607142857142,21,0.09375
1648.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
227.png,0,2.778295605858855,18,0.07658768358669431,0.01725405226826942,-31.088175937041488,43.605810034449895,90.0,0.16700783706807742,12.419440745672437,157,0.10452729693741677
288.png,1,5.397321428571429,1,0.42342520362069197,0.0,-0.46511627906976744,0.0,0.0,90.0,26.232142857142858,175,0.78125
1893.png,1,3.544642857142857,2,0.3488699665596248,0.01143965440432293,1.7747474747474747,0.2858585858585858,7.999933197724947,7.999933197724947,17.15625,68,0.30357142857142855
1633.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
8.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
194.png,1,7.34375,3,0.34265633960817304,0.051934354179246495,0.09217496505632099,1.0243043307187145,89.8100099542418,1.788243555204795,33.892857142857146,132,0.5892857142857143
466.png,1,3.1919642857142856,1,0.3362173282814774,0.0,0.1891891891891892,0.0,0.0,90.0,15.276785714285714,74,0.33035714285714285
1250.png,1,5.90625,1,0.28125,0.0,0.0,0.0,0.0,90.0,26.267857142857142,171,0.7633928571428571
1090.png,1,3.6160714285714284,2,0.2448846372016958,0.0006510770840184726,-3.0588235294117645,0.0,90.0,90.0,16.75,106,0.4732142857142857
1517.png,1,8.410714285714286,10,0.3561437856189199,0.06484083248125043,-1.6989687974647532,0.8543892753338911,89.9608635446706,0.0,38.263392857142854,178,0.7946428571428571
1998.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1696.png,1,2.486607142857143,3,0.45589420558012955,0.0029743979142597926,-1.0717736369910282,0.0004879963983344633,0.02759912093566537,0.0,10.397321428571429,79,0.35267857142857145
1405.png,1,1.2366071428571428,1,0.30439096310233543,0.0,0.07352941176470588,0.0,0.0,90.0,5.5625,37,0.16517857142857142
294.png,1,1.0580357142857142,1,0.2589670537905924,0.0,-0.017241379310344827,0.0,0.0,90.0,4.709821428571429,20,0.08928571428571429
1415.png,1,3.232142857142857,3,0.43965356703676034,0.0020800122683583694,4.281786941580756,3.1371450533604683,90.0,0.08831939286482665,15.419642857142858,44,0.19642857142857142
1396.png,1,8.450892857142858,7,0.47403653096470993,0.2378638833552103,-0.3165262882192386,1.8142826531778924,90.0,0.6902771978656084,31.241071428571427,114,0.5089285714285714
1614.png,1,4.379464285714286,1,0.42950048110020334,0.0,2.6470588235294117,0.0,0.0,90.0,20.388392857142858,107,0.47767857142857145
617.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1286.png,1,4.21875,2,0.2853469440591977,0.039811229773483434,6.545454545454546,0.0,90.0,90.0,17.638392857142858,80,0.35714285714285715
195.png,1,6.397321428571429,1,0.5625,0.0,--,--,0.0,90.0,29.040178571428573,110,0.49107142857142855
1988.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
937.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1797.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
74.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
500.png,1,6.348214285714286,2,0.5446850180673299,0.09823412576819485,86.0,14.0,0.22278485505685444,0.22278485505685444,23.370535714285715,84,0.375
1739.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
859.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1521.png,1,1.8392857142857142,1,0.34377898764604387,0.0,-0.012987012987012988,0.0,0.0,90.0,8.508928571428571,30,0.13392857142857142
800.png,1,5.830357142857143,5,0.43872558352721513,0.012075553459679221,0.141818924539513,6.302106650434502,89.90250952740277,0.29838234849179185,27.299107142857142,61,0.27232142857142855
1068.png,1,8.200892857142858,4,0.34816411252904506,0.0465556993806522,3.3846153846153846,3.3846153846153846,90.0,81.59662890943918,36.808035714285715,125,0.5580357142857143
1429.png,1,5.3125,3,0.5714020048296193,0.17183286819167443,-3.7474862096138692,0.02367094461824832,0.21991186184192169,0.09471447827362892,24.075892857142858,63,0.28125
289.png,1,5.142857142857143,7,0.3926329344154022,0.10112591460824143,-0.33867585630743563,7.7144464342989725,90.0,0.2810562296205013,21.834821428571427,53,0.23660714285714285
1568.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1563.png,1,6.808035714285714,6,0.49145751482364597,0.24702468674154893,-11.989285714285714,10.964899936262295,90.0,0.0,24.955357142857142,107,0.47767857142857145
1504.png,1,8.410714285714286,4,0.3073551388182935,0.05085460423687863,-4.944444444444444,14.201156273563532,90.0,4.033411072770175,37.80357142857143,171,0.7633928571428571
1130.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
860.png,1,3.955357142857143,2,0.3386172958398035,0.014964278689948846,-2.190909090909091,0.00909090909090926,0.1796100057493704,0.1796100057493704,16.174107142857142,95,0.42410714285714285
407.png,1,5.924107142857143,3,0.35967287039952983,0.1088348985486753,-2.781521281078803,5.759114529306805,84.20288973371396,27.377252808599593,25.825892857142858,111,0.4955357142857143
69.png,0,2.8106164383561643,23,0.05263271527203488,0.014397594078752825,0.27224627224627224,0.4654782592557927,90.0,0.0,11.952397260273973,485,0.1660958904109589
1149.png,1,2.2767857142857144,1,0.24553571428571427,0.0,--,--,0.0,90.0,9.383928571428571,37,0.16517857142857142
1776.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1505.png,1,4.40625,1,0.5064161040174012,0.0,6.222222222222222,0.0,0.0,90.0,18.008928571428573,118,0.5267857142857143
434.png,1,9.946428571428571,8,0.35433282008758954,0.09553368269055039,3.6720959595959597,3.225169984799079,89.91342439421732,0.08831939286482665,46.34375,163,0.7276785714285714
1775.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1523.png,1,5.633928571428571,3,0.980096796416758,0.01372336977924617,9.492753623188404,0.13440026805066188,0.1928901501710986,0.02681240376819643,22.142857142857142,67,0.29910714285714285
365.png,1,2.669642857142857,4,0.42588106877314114,0.0034401616499312886,-2.087418701179854,2.317406189918179,90.0,0.13373448757614853,13.058035714285714,48,0.21428571428571427
85.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1305.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1312.png,1,9.147321428571429,7,0.40269808118454015,0.1374453367964242,-3.529781196137398,2.9388925022396513,89.6328655943352,0.5956813483827744,43.11607142857143,187,0.8348214285714286
1526.png,1,7.513392857142857,4,0.3142224546978065,0.05381917342333164,0.18791101961457082,0.2576613816560376,90.0,0.6585431775640246,33.95982142857143,224,1.0
1951.png,1,5.5625,1,0.6669738477034974,0.0,-0.9009009009009009,0.0,0.0,90.0,24.745535714285715,60,0.26785714285714285
1181.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1642.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1625.png,1,4.477678571428571,2,0.32374516824009225,0.04235348057367394,-15.75609756097561,15.74390243902439,87.4830026525647,87.4830026525647,18.428571428571427,203,0.90625
1043.png,1,3.2455357142857144,1,0.271588592397413,0.0,0.4727272727272727,0.0,0.0,90.0,15.53125,59,0.26339285714285715
203.png,0,14.532996632996634,95,0.07479186782252648,0.02160541378764742,-12.789213967011468,21.393503745704216,47.15368763299951,0.009273162315108302,68.76902356902357,4064,1.3683501683501684
1511.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1682.png,1,4.691964285714286,4,0.43284644907147696,0.0021077470535813617,1.4985599078341014,1.8050596891260562,90.0,0.171764134946845,21.959821428571427,102,0.45535714285714285
1947.png,1,5.602678571428571,1,0.4119739998235474,0.0,1.7391304347826086,0.0,0.0,90.0,27.017857142857142,160,0.7142857142857143
243.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
540.png,1,3.3794642857142856,1,0.25,0.0,--,--,0.0,90.0,15.875,77,0.34375
230.png,1,4.21875,2,0.2853469440591977,0.039811229773483434,6.545454545454546,0.0,90.0,90.0,17.638392857142858,80,0.35714285714285715
264.png,1,5.933035714285714,5,0.38549451864465345,0.10146253366530962,-14.550426675094817,24.07788200030775,90.0,10.745258743352798,25.794642857142858,74,0.33035714285714285
168.png,1,6.200892857142857,3,0.40787145276147213,0.04036778256462721,2.432280701754386,1.9060328644579994,90.0,0.14991012237176946,29.915178571428573,102,0.45535714285714285
40.png,0,4.342281879194631,35,0.08821837792571859,0.019001839079499237,3.184067797060483,1.5551769756775877,90.0,0.26238516603406004,18.387248322147652,188,0.1261744966442953
1795.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1304.png,1,7.464285714285714,7,0.39437766620381237,0.030863691320197634,0.16410660081262063,1.1184922837596551,89.93504700910479,0.1288000446022755,36.049107142857146,207,0.9241071428571429
1377.png,1,12.745535714285714,10,0.37202578292066774,0.08260519657035814,7.029408170830189,5.374654005255689,90.0,0.4927223184886638,56.0,267,1.1919642857142858
1745.png,1,5.46875,2,0.33268076108331224,0.05054638055965219,9.841666666666667,2.7583333333333333,3.497938202628037,3.497938202628037,24.263392857142858,108,0.48214285714285715
1092.png,1,5.428571428571429,1,0.3853276004828587,0.0,5.666666666666667,0.0,0.0,90.0,25.727678571428573,111,0.4955357142857143
1675.png,1,1.2232142857142858,1,0.48865068932057115,0.0,-0.09174311926605505,0.0,0.0,90.0,5.915178571428571,11,0.049107142857142856
1840.png,1,3.0625,1,0.22837777790051184,0.0,12.75,0.0,0.0,90.0,13.535714285714286,41,0.18303571428571427
1451.png,1,5.401785714285714,1,0.320092710182917,0.0,7.1,0.0,0.0,90.0,23.236607142857142,168,0.75
846.png,1,1.5535714285714286,4,0.40441231635856545,0.004989702145376501,-0.6755408860084555,1.2067961981676132,90.0,0.03491515687403108,8.946428571428571,32,0.14285714285714285
1830.png,1,2.9598214285714284,2,0.3452006218196513,0.06841490753393695,-4.090909090909091,0.0,90.0,90.0,12.392857142857142,89,0.39732142857142855
90.png,1,12.866071428571429,14,0.38218306156240356,0.06976267846656188,-0.8840828868456636,2.3026839299402684,89.8632177501297,0.09944127347244083,57.549107142857146,303,1.3526785714285714
110.png,1,2.2767857142857144,1,0.24553571428571427,0.0,0.0,0.0,0.0,90.0,9.383928571428571,37,0.16517857142857142
550.png,1,5.15625,3,0.2872156664579788,0.033059627982231346,-0.017857142857142856,0.0,90.0,90.0,21.8125,65,0.29017857142857145
841.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1816.png,1,1.802857142857143,2,0.10643571357157139,0.034992857857000036,50.0,0.0,90.0,90.0,8.06,92,0.13142857142857142
1037.png,1,0.8214285714285714,1,0.3705357142857143,0.0,--,--,0.0,90.0,2.638392857142857,67,0.29910714285714285
